id,event_time,username,role,action,detail
7309,2026-03-06 06:33:42,Vihaan317,user,Generate Face,Batch execution
7310,2026-03-11 16:57:25,Ishaan372,user,Compare Faces,Manual trigger
7311,2026-02-04 20:04:54,Kiaan460,user,Settings Changed,Manual trigger
7312,2026-01-15 19:47:59,Atharv240,user,Model Retrain,From desktop client
7313,2025-12-18 22:05:06,Vihaan317,user,Generate Face,From analytics panel
7314,2026-01-24 01:26:10,Kabir793,user,Compare Faces,Batch execution
7315,2025-11-29 19:18:03,Riya442,user,Generate Face,Batch execution
7316,2025-11-12 11:52:23,Pari869,user,Attendance Marked,From analytics panel
7317,2025-12-03 10:53:30,shishir,admin,Logout,Manual trigger
7318,2025-12-19 11:29:25,Diya727,user,Model Retrain,User initiated
7319,2026-02-19 01:10:37,Diya283,user,Attendance Marked,From analytics panel
7320,2026-01-04 05:48:09,Anaya293,user,Export CSV,Automated schedule
7321,2025-12-03 19:20:17,Kabir26,user,Password Changed,User initiated
7322,2026-02-05 22:32:53,Avni631,user,Model Retrain,Automated schedule
7323,2026-02-17 07:36:33,Aarav474,user,Generate Face,From analytics panel
7324,2026-01-24 06:05:49,Kabir922,user,Login,Manual trigger
7325,2025-11-13 04:38:12,Reyansh444,user,Password Changed,From analytics panel
7326,2025-12-03 07:50:57,Aditya656,user,Login,Batch execution
7327,2025-11-19 20:17:49,Vihaan738,user,Model Retrain,From desktop client
7328,2026-01-11 09:40:23,Anaya339,user,Logout,User initiated
7329,2026-03-08 04:31:10,Riya933,user,Export CSV,From analytics panel
7330,2026-02-23 06:33:23,Myra116,admin,Login,From desktop client
7331,2026-02-17 17:07:07,Ishaan372,user,Settings Changed,From analytics panel
7332,2026-03-01 17:27:24,Ishaan257,user,Attendance Marked,Manual trigger
7333,2026-03-10 16:31:44,Kiara616,user,Export CSV,Automated schedule
7334,2026-01-19 06:18:21,Vihaan113,user,Logout,From desktop client
7335,2025-11-23 16:38:42,Aditya340,user,Logout,User initiated
7336,2026-01-25 10:41:35,Dhruv667,user,Model Retrain,Automated schedule
7337,2026-02-03 22:47:24,Ira910,user,Attendance Marked,Batch execution
7338,2025-12-14 09:56:25,Aarav485,user,Compare Faces,From analytics panel
7339,2026-02-21 19:16:56,Kiara14,user,Logout,Batch execution
7340,2026-02-16 06:45:00,Kiaan774,user,Generate Face,From desktop client
7341,2025-11-24 17:10:00,Diya59,user,Model Retrain,User initiated
7342,2026-01-21 23:28:32,Diya497,user,Logout,From desktop client
7343,2025-11-22 13:41:54,Diya451,user,Login,From desktop client
7344,2025-11-29 02:22:23,Diya284,user,Password Changed,Batch execution
7345,2026-02-28 22:45:30,Arjun667,user,Model Retrain,From desktop client
7346,2026-02-22 20:14:16,Ishaan24,user,Generate Face,Automated schedule
7347,2026-02-03 17:11:58,Diya637,user,Logout,User initiated
7348,2026-03-11 02:45:42,Pari23,user,Export CSV,From desktop client
7349,2025-12-13 13:09:30,Ira249,user,Password Changed,From analytics panel
7350,2025-11-29 05:55:17,Diya451,user,Export CSV,Batch execution
7351,2025-11-16 00:18:42,Diya60,user,Password Changed,Manual trigger
7352,2026-02-17 22:20:41,shishir1,user,Settings Changed,Manual trigger
7353,2026-01-02 02:53:46,Arjun116,user,Export CSV,Automated schedule
7354,2026-02-25 13:23:21,Aarav480,user,Settings Changed,Batch execution
7355,2026-02-11 11:04:40,Diya183,user,Settings Changed,Manual trigger
7356,2026-03-02 06:34:34,Aarav485,user,Password Changed,From desktop client
7357,2026-01-21 20:37:10,Anaya874,user,Login,Automated schedule
7358,2026-01-07 15:42:38,Ishaan627,user,Export CSV,From desktop client
7359,2026-01-25 03:21:23,Sara662,user,Export CSV,Batch execution
7360,2025-11-20 07:04:00,Kiara714,user,Model Retrain,User initiated
7361,2026-02-26 20:50:21,Vihaan16,user,Login,From analytics panel
7362,2025-12-29 08:56:28,Kabir26,user,Attendance Marked,Batch execution
7363,2026-02-08 15:13:23,Riya897,user,Password Changed,User initiated
7364,2026-02-17 23:01:21,Kabir308,user,Attendance Marked,Batch execution
7365,2025-11-13 03:51:39,Diya389,user,Generate Face,From desktop client
7366,2026-01-29 09:09:13,Diya497,user,Logout,From desktop client
7367,2026-02-05 03:51:58,Anaya861,user,Attendance Marked,Batch execution
7368,2026-02-09 12:42:52,Ira409,user,Export CSV,User initiated
7369,2026-02-24 19:06:34,Aditya246,user,Export CSV,Manual trigger
7370,2025-11-29 20:22:27,Diya284,user,Logout,Batch execution
7371,2026-01-22 22:11:00,Vihaan751,user,Attendance Marked,Batch execution
7372,2026-03-05 13:57:58,Ira409,user,Attendance Marked,User initiated
7373,2025-12-19 12:51:41,Diya283,user,Compare Faces,Batch execution
7374,2025-12-27 07:43:27,Dhruv667,user,Generate Face,From desktop client
7375,2026-02-24 11:10:12,Vihaan485,user,Logout,From desktop client
7376,2025-12-26 13:19:21,Kabir922,user,Login,User initiated
7377,2025-12-18 10:47:08,Aditya656,user,Export CSV,User initiated
7378,2026-02-23 08:23:14,Avni300,user,Compare Faces,Batch execution
7379,2026-03-08 12:57:54,Pari465,user,Logout,From analytics panel
7380,2025-11-22 02:08:13,Vihaan888,user,Compare Faces,Manual trigger
7381,2026-03-03 15:25:06,Aditya530,user,Model Retrain,User initiated
7382,2026-03-07 18:15:23,Diya59,user,Generate Face,Batch execution
7383,2025-12-17 05:11:44,Pari465,user,Generate Face,Batch execution
7384,2026-01-20 11:18:43,Aarav474,user,Logout,Batch execution
7385,2026-01-08 00:23:59,Aarav485,user,Settings Changed,Manual trigger
7386,2026-01-08 01:29:29,Riya933,user,Compare Faces,From analytics panel
7387,2026-02-01 06:08:39,Kiaan774,user,Login,User initiated
7388,2026-03-01 03:12:55,Dhruv146,user,Logout,Batch execution
7389,2026-01-20 12:44:33,Kabir906,user,Export CSV,Manual trigger
7390,2026-01-23 00:47:18,Kiaan774,user,Settings Changed,Automated schedule
7391,2026-01-15 12:40:37,Ishaan207,user,Generate Face,Batch execution
7392,2026-01-14 16:34:40,Arjun421,user,Settings Changed,Manual trigger
7393,2025-11-19 20:36:01,Myra89,user,Model Retrain,From analytics panel
7394,2026-01-18 08:43:31,Dhruv10,user,Export CSV,From analytics panel
7395,2025-12-09 13:14:23,Diya727,user,Attendance Marked,Automated schedule
7396,2025-12-18 13:55:57,Ira409,user,Logout,From desktop client
7397,2026-02-11 01:20:43,Riya933,user,Attendance Marked,Manual trigger
7398,2026-01-15 08:50:57,Kabir484,user,Generate Face,From analytics panel
7399,2025-11-20 10:18:16,shishir,admin,Attendance Marked,Manual trigger
7400,2025-12-18 17:46:51,Pari869,user,Login,User initiated
7401,2025-12-11 11:23:31,Sara919,user,Logout,User initiated
7402,2026-02-18 03:41:38,Sara194,user,Login,From desktop client
7403,2026-01-17 08:13:25,Diya451,user,Model Retrain,From desktop client
7404,2025-12-22 03:13:57,Ishaan224,user,Model Retrain,Batch execution
7405,2026-03-04 02:22:49,Kabir308,user,Login,Batch execution
7406,2026-01-14 19:54:05,Vihaan431,user,Export CSV,Batch execution
7407,2026-01-02 12:38:17,Ishaan207,user,Compare Faces,Manual trigger
7408,2026-02-21 23:30:35,Arjun667,user,Logout,Automated schedule
7409,2026-02-09 03:43:59,Avni724,user,Password Changed,Manual trigger
7410,2025-12-11 12:38:51,Arjun116,user,Settings Changed,Automated schedule
7411,2026-02-14 20:11:45,Ishaan944,admin,Logout,From analytics panel
7412,2025-12-29 12:49:47,Diya389,user,Export CSV,From desktop client
7413,2026-01-24 13:07:05,Arjun116,user,Compare Faces,Manual trigger
7414,2026-02-18 03:33:03,Atharv900,user,Compare Faces,From desktop client
7415,2025-11-20 07:56:28,Ishaan207,user,Compare Faces,User initiated
7416,2026-01-09 02:57:36,Myra89,user,Generate Face,From analytics panel
7417,2025-12-21 00:28:02,Riya941,user,Attendance Marked,User initiated
7418,2026-03-04 10:51:12,Kiara616,user,Settings Changed,From desktop client
7419,2026-02-03 01:26:20,Aarav325,user,Logout,From analytics panel
7420,2026-01-31 08:12:47,Riya897,user,Model Retrain,User initiated
7421,2025-12-03 22:38:30,Vihaan132,user,Model Retrain,Manual trigger
7422,2026-03-11 12:11:03,Arjun667,user,Settings Changed,From analytics panel
7423,2025-12-20 12:56:31,Pari465,user,Export CSV,From analytics panel
7424,2026-01-14 19:11:27,Kabir906,user,Attendance Marked,Automated schedule
7425,2025-12-07 17:12:23,Sara285,user,Logout,User initiated
7426,2026-01-18 00:15:42,Diya317,user,Settings Changed,From desktop client
7427,2026-01-14 21:09:44,Aadhya418,user,Model Retrain,Batch execution
7428,2025-12-16 18:21:50,Dhruv146,user,Logout,From desktop client
7429,2025-11-30 18:54:48,Kiaan774,user,Generate Face,From desktop client
7430,2025-12-14 11:46:59,Vihaan16,user,Model Retrain,Batch execution
7431,2026-01-25 11:01:10,Kiara397,user,Password Changed,Manual trigger
7432,2026-02-27 00:53:58,Ishaan627,user,Export CSV,From desktop client
7433,2026-02-01 05:25:32,SG SHISHIR,user,Settings Changed,User initiated
7434,2026-01-03 11:22:53,Pari465,user,Generate Face,From desktop client
7435,2026-02-16 02:07:20,Kabir525,user,Logout,Automated schedule
7436,2026-02-25 00:38:05,Avni870,admin,Attendance Marked,Automated schedule
7437,2026-01-17 16:15:15,Ira275,user,Export CSV,Batch execution
7438,2025-12-15 18:15:45,Ishaan231,user,Password Changed,From desktop client
7439,2026-02-05 04:28:59,Ishaan944,admin,Export CSV,User initiated
7440,2026-03-13 02:47:43,Diya451,user,Logout,Batch execution
7441,2026-02-22 20:51:58,Ira409,user,Attendance Marked,User initiated
7442,2025-12-07 17:20:28,Vihaan738,user,Settings Changed,User initiated
7443,2025-12-16 14:51:31,Diya451,user,Logout,User initiated
7444,2025-12-20 21:32:22,Anaya861,user,Settings Changed,Automated schedule
7445,2026-03-04 01:22:15,Sara285,user,Model Retrain,Batch execution
7446,2026-02-17 11:59:48,Diya60,user,Compare Faces,From analytics panel
7447,2026-01-16 16:00:58,Aarav171,user,Password Changed,From desktop client
7448,2025-12-10 02:01:18,Kabir525,user,Model Retrain,User initiated
7449,2026-01-09 05:29:05,Kabir793,user,Export CSV,User initiated
7450,2026-01-10 06:27:57,Kiara950,user,Export CSV,Automated schedule
7451,2025-12-31 01:03:49,Riya897,user,Export CSV,Automated schedule
7452,2026-02-09 21:26:19,Myra89,user,Generate Face,User initiated
7453,2026-01-13 11:13:39,Ishaan224,user,Password Changed,Automated schedule
7454,2025-12-24 08:12:46,Kabir26,user,Generate Face,Automated schedule
7455,2026-02-06 12:23:01,Aadhya505,user,Password Changed,From analytics panel
7456,2025-12-03 19:09:21,Dhruv667,user,Export CSV,From analytics panel
7457,2025-11-13 06:54:32,Diya451,user,Generate Face,User initiated
7458,2026-02-20 17:49:03,Kiaan117,user,Export CSV,From analytics panel
7459,2025-12-27 12:27:43,Kiara714,user,Attendance Marked,Manual trigger
7460,2026-02-22 16:04:18,Pari869,user,Compare Faces,From analytics panel
7461,2026-02-24 10:06:19,Aadhya418,user,Password Changed,Automated schedule
7462,2025-11-25 03:06:16,Kabir32,user,Export CSV,Batch execution
7463,2026-01-29 11:58:35,Anaya874,user,Generate Face,User initiated
7464,2025-12-04 14:51:44,Avni579,user,Attendance Marked,Batch execution
7465,2025-11-28 08:32:30,Anaya861,user,Attendance Marked,From desktop client
7466,2025-11-29 14:26:08,Sara919,user,Export CSV,Manual trigger
7467,2025-12-10 01:00:03,Pari23,user,Model Retrain,Manual trigger
7468,2025-11-24 19:12:51,Riya442,user,Generate Face,Manual trigger
7469,2025-12-26 12:22:05,Sara919,user,Login,User initiated
7470,2025-12-22 02:27:39,Avni724,user,Model Retrain,From analytics panel
7471,2026-01-05 00:42:02,Diya59,user,Logout,User initiated
7472,2025-12-16 03:53:34,Kabir32,user,Password Changed,User initiated
7473,2026-01-26 07:14:56,Atharv528,user,Model Retrain,User initiated
7474,2026-02-05 15:12:16,Diya283,user,Logout,Automated schedule
7475,2026-01-06 02:00:49,Kiara714,user,Generate Face,From desktop client
7476,2026-02-21 05:53:23,Kabir531,user,Export CSV,Batch execution
7477,2026-01-16 13:34:28,Avni870,admin,Password Changed,Batch execution
7478,2026-03-13 00:40:53,Ira910,user,Attendance Marked,Batch execution
7479,2025-11-19 12:55:51,Aarav171,user,Login,Automated schedule
7480,2026-01-24 11:06:35,Aadhya294,user,Login,Automated schedule
7481,2026-02-11 01:20:19,Ishaan627,user,Model Retrain,From analytics panel
7482,2026-02-11 21:43:40,Ishaan627,user,Model Retrain,User initiated
7483,2026-02-01 01:36:46,Riya897,user,Generate Face,Automated schedule
7484,2026-01-19 11:11:12,Aditya530,user,Login,From analytics panel
7485,2026-01-06 09:10:21,Ira275,user,Logout,Batch execution
7486,2026-03-05 05:39:43,Atharv528,user,Logout,Batch execution
7487,2026-02-13 04:49:04,Kiara950,user,Generate Face,Automated schedule
7488,2026-01-16 08:41:38,Kiara950,user,Generate Face,Batch execution
7489,2025-12-09 06:41:36,Ira910,user,Logout,Manual trigger
7490,2025-11-14 09:21:24,Aarav171,user,Login,Batch execution
7491,2026-01-08 22:19:28,Avni579,user,Login,User initiated
7492,2026-02-14 07:14:01,Ishaan207,user,Compare Faces,From analytics panel
7493,2025-11-30 14:23:25,Kabir26,user,Login,Batch execution
7494,2026-01-07 16:25:04,Kiara44,user,Generate Face,User initiated
7495,2025-12-25 20:44:52,Aarav474,user,Login,From desktop client
7496,2026-02-11 14:30:34,Diya451,user,Login,From analytics panel
7497,2026-02-26 08:02:39,Aadhya418,user,Model Retrain,Manual trigger
7498,2026-02-23 10:19:17,Diya183,user,Model Retrain,Batch execution
7499,2026-01-09 15:15:34,Aarav875,user,Model Retrain,Automated schedule
7500,2025-12-29 09:53:32,Anaya874,user,Generate Face,From analytics panel
7501,2026-01-09 18:06:09,Aadhya505,user,Generate Face,Manual trigger
7502,2026-02-19 16:58:17,Diya497,user,Settings Changed,From desktop client
7503,2026-02-21 21:00:26,Kiara14,user,Logout,From desktop client
7504,2026-01-09 05:29:37,Ishaan969,user,Attendance Marked,From desktop client
7505,2025-12-13 21:19:52,Aditya179,user,Password Changed,Automated schedule
7506,2026-02-08 21:49:54,Diya59,user,Export CSV,User initiated
7507,2026-02-13 20:43:37,Aarav325,user,Login,Manual trigger
7508,2026-01-25 23:03:12,Kiara44,user,Attendance Marked,Automated schedule
7509,2026-01-30 02:48:11,Atharv900,user,Attendance Marked,From analytics panel
7510,2026-02-21 07:30:14,Ishaan627,user,Password Changed,From analytics panel
7511,2025-11-14 19:08:40,Pari586,user,Settings Changed,From desktop client
7512,2025-11-13 02:42:44,Ira409,user,Generate Face,Manual trigger
7513,2025-11-18 12:27:50,Kabir32,user,Login,Batch execution
7514,2025-12-26 07:51:44,Kabir922,user,Generate Face,Automated schedule
7515,2026-01-13 05:09:35,Kiara44,user,Export CSV,From desktop client
7516,2025-12-16 00:41:45,Ishaan572,user,Model Retrain,User initiated
7517,2025-11-16 20:46:29,Pari869,user,Compare Faces,Manual trigger
7518,2026-03-07 19:55:18,Arjun667,user,Login,Batch execution
7519,2026-02-09 09:10:50,Riya313,admin,Settings Changed,From desktop client
7520,2025-11-24 23:05:09,Aditya179,user,Login,From desktop client
7521,2025-11-23 12:24:23,Arjun116,user,Login,From desktop client
7522,2026-03-01 06:16:05,Kiara937,user,Login,Automated schedule
7523,2025-12-22 16:16:27,Atharv96,user,Generate Face,Manual trigger
7524,2025-11-17 19:36:32,Sara194,user,Compare Faces,From desktop client
7525,2025-12-23 19:27:01,Ishaan224,user,Login,Manual trigger
7526,2026-03-11 16:45:18,Avni845,user,Model Retrain,User initiated
7527,2026-01-17 20:19:47,Atharv528,user,Export CSV,From desktop client
7528,2025-12-20 21:42:21,Ishaan969,user,Export CSV,From analytics panel
7529,2026-01-15 06:45:44,Kabir26,user,Compare Faces,Manual trigger
7530,2026-01-09 06:27:02,Aditya179,user,Settings Changed,Manual trigger
7531,2026-01-02 18:03:03,Sara194,user,Password Changed,Batch execution
7532,2025-12-14 14:58:49,Kiara616,user,Export CSV,From analytics panel
7533,2026-02-10 02:42:42,Avni300,user,Password Changed,Manual trigger
7534,2025-12-06 11:43:47,Kabir531,user,Attendance Marked,Batch execution
7535,2026-01-19 06:19:59,Avni579,user,Attendance Marked,Manual trigger
7536,2025-12-03 05:04:58,Aditya246,user,Export CSV,Manual trigger
7537,2025-12-23 05:11:12,Aarav480,user,Export CSV,From desktop client
7538,2026-02-07 07:51:25,Riya897,user,Attendance Marked,User initiated
7539,2026-01-06 13:51:36,Ishaan627,user,Compare Faces,Batch execution
7540,2026-03-07 22:55:04,Ira409,user,Model Retrain,Manual trigger
7541,2026-02-07 17:19:53,Kabir531,user,Compare Faces,User initiated
7542,2026-01-22 16:49:28,Atharv240,user,Export CSV,From analytics panel
7543,2026-02-23 20:31:44,Kabir26,user,Model Retrain,From desktop client
7544,2025-12-25 22:05:11,Riya933,user,Compare Faces,From desktop client
7545,2026-02-06 14:59:11,Kiara950,user,Export CSV,Manual trigger
7546,2025-12-31 16:27:09,Aditya246,user,Compare Faces,From analytics panel
7547,2025-12-25 01:58:41,Aarav474,user,Attendance Marked,User initiated
7548,2026-02-10 14:54:15,Sara919,user,Export CSV,Batch execution
7549,2025-12-24 05:29:19,Vihaan113,user,Logout,Manual trigger
7550,2026-02-05 16:11:15,Myra298,user,Attendance Marked,Manual trigger
7551,2026-02-16 02:11:43,Ishaan257,user,Password Changed,From analytics panel
7552,2026-01-13 02:53:19,Sara239,user,Logout,From desktop client
7553,2026-02-23 09:31:15,Diya451,user,Model Retrain,Automated schedule
7554,2026-01-01 21:28:47,Dhruv146,user,Logout,Automated schedule
7555,2025-12-26 04:13:54,Riya945,user,Login,Manual trigger
7556,2025-11-20 20:36:51,Ishaan627,user,Settings Changed,User initiated
7557,2026-01-01 17:11:42,Avni545,user,Compare Faces,Manual trigger
7558,2026-03-05 09:12:29,Aarav474,user,Logout,From analytics panel
7559,2025-11-21 19:59:25,Diya283,user,Attendance Marked,Batch execution
7560,2025-11-18 01:40:31,Avni300,user,Export CSV,Automated schedule
7561,2026-02-14 02:35:16,Aditya45,user,Generate Face,From analytics panel
7562,2025-12-05 00:16:57,Ishaan944,admin,Logout,Automated schedule
7563,2026-01-31 17:24:28,Riya945,user,Model Retrain,Batch execution
7564,2025-12-04 04:03:41,Ira967,user,Login,Manual trigger
7565,2025-12-16 18:37:51,Ishaan207,user,Logout,User initiated
7566,2026-02-18 20:30:13,Dhruv146,user,Login,User initiated
7567,2026-01-04 16:29:34,SG SHISHIR,user,Settings Changed,From analytics panel
7568,2026-01-03 22:49:23,Sara239,user,Export CSV,From desktop client
7569,2026-01-22 08:00:46,Aadhya505,user,Password Changed,User initiated
7570,2026-01-07 16:57:03,Kiara44,user,Password Changed,From desktop client
7571,2025-12-29 13:08:46,Sara239,user,Logout,Manual trigger
7572,2025-12-26 08:17:49,Anaya861,user,Compare Faces,Manual trigger
7573,2025-12-27 22:16:12,Avni545,user,Settings Changed,Automated schedule
7574,2026-01-31 14:50:37,Avni545,user,Settings Changed,From analytics panel
